P0,A0,B0,k_A,k_B,K,n,t_activation,t_cross,t50,t90,delta_t_50_90,t90_primary_limit,t90_excess_delay,max_secondary_fraction,secondary_fraction_at_t50,secondary_fraction_at_t90,secondary_reservoir_converted,integrated_secondary_fraction,B50_fraction_remaining,B90_fraction_remaining,final_P,final_A,final_B,max_conservation_error
0.01,0.39,0.6,0.15,2.0,0.1,2,0.42021010505252626,0.1500750375187594,1.0955477738869435,9.154577288644322,8.059029514757379,9.14017925992735,0.014398028716971822,0.9290680651383114,0.8623430718145193,2.792934489068232e-06,1.0,0.6087245498765209,0.269168807977919,3.491272929815085e-08,0.9956674913500841,0.0043325086499150685,0.0,1.2212453270876722e-15
0.01,0.39,0.6,0.15,2.0,0.1,4,0.7653826913456728,0.5552776388194097,1.3656828414207105,9.154577288644322,7.788894447223612,9.14017925992735,0.014398028716971822,0.9441344155930201,0.8781753505244252,4.0030174944381835e-06,1.0,0.6087245498765209,0.2867443828062683,4.943816231807841e-08,0.9956674913500847,0.004332508649915021,0.0,1.2212453270876722e-15
0.01,0.39,0.6,0.15,2.0,0.2,1,0.5702851425712857,0.015007503751875938,1.3056528264132066,9.154577288644322,7.848924462231116,9.14017925992735,0.014398028716971822,0.892920543462375,0.8364555625154888,6.916507140379998e-05,1.0,0.6087245498765208,0.2856987470256498,1.043681570113856e-06,0.9956674913500833,0.004332508649914994,0.0,1.887379141862766e-15
0.01,0.39,0.6,0.15,2.0,0.2,2,1.0205102551275638,0.4502251125562782,1.6208104052026013,9.154577288644322,7.5337668834417215,9.14017925992735,0.014398028716971822,0.9136369268687673,0.8761870352169994,1.71926635874304e-05,1.0,0.6087245498765209,0.3127055218095498,2.2275978817041145e-07,0.9956674913500846,0.004332508649915053,0.0,1.3322676295501878e-15
0.01,0.39,0.6,0.15,2.0,0.2,4,1.7708854427213607,1.3056528264132066,2.266133066533267,9.154577288644322,6.888444222111056,9.14017925992735,0.014398028716971822,0.9394683639864025,0.9090462950535232,3.162072741412022e-05,1.0,0.6087245498765209,0.35507361006740357,3.9142176869849445e-07,0.9956674913500867,0.004332508649915075,0.0,2.220446049250313e-15
0.01,0.39,0.6,0.15,2.0,0.3,1,0.9604802401200601,0.060030015007503754,1.5457728864432216,9.154577288644322,7.608804402201101,9.14017925992735,0.014398028716971822,0.8775797985175922,0.8315862677394082,0.0002997861294987237,1.0,0.6087245498765209,0.3035016069239825,4.935621784719146e-06,0.9956674913500836,0.004332508649915028,0.0,1.5543122344752192e-15
0.01,0.39,0.6,0.15,2.0,0.3,2,1.680840420210105,0.750375187593797,2.161080540270135,9.154577288644322,6.993496748374188,9.14017925992735,0.014398028716971822,0.9004709281568448,0.8804621553432169,0.0001240213032389253,1.0,0.6087245498765209,0.3502783768887998,1.7013673831777768e-06,0.9956674913500857,0.004332508649915027,0.0,1.7763568394002505e-15
0.01,0.39,0.6,0.15,2.0,0.3,4,2.911455727863932,2.1010505252626315,3.2866433216608306,9.154577288644322,5.867933966983491,9.14017925992735,0.014398028716971822,0.936002269336913,0.9267276998517336,0.00034366839763830503,1.0,0.6087245498765208,0.42224634063079675,4.297308766260452e-06,0.9956674913500828,0.0043325086499149835,0.0,3.3306690738754696e-15
0.01,0.39,0.6,0.15,2.0,0.5,1,1.935967983991996,0.16508254127063532,1.950975487743872,9.154577288644322,7.203601800900451,9.14017925992735,0.014398028716971822,0.8539550681742499,0.8233719714760072,0.0025868568234696738,1.0,0.6087245498765209,0.3369177902041649,4.979506613432205e-05,0.9956674913500848,0.004332508649915027,3.190597038878085e-17,4.440892098500626e-16
0.01,0.39,0.6,0.15,2.0,0.5,2,3.1965982991495747,1.3656828414207105,3.2116058029014507,9.154577288644322,5.942971485742872,9.14017925992735,0.014398028716971822,0.8791473976888488,0.8761435411117855,0.005184735613576499,1.0,0.6087245498765208,0.42022574270551794,8.416818761514447e-05,0.9956674913500859,0.004332508649914967,0.0,8.881784197001252e-16
0.01,0.39,0.6,0.15,2.0,0.5,4,5.642821410705353,3.856928464232116,5.6578289144572285,9.19959979989995,3.5417708854427215,9.14017925992735,0.05942053997259933,0.9324575518703553,0.9305695667832647,0.08653501853363926,1.0,0.6087245498765208,0.5406897452353696,0.0012720517572084517,0.9956674913500845,0.004332508649914941,0.0,8.881784197001252e-16
0.01,0.39,0.6,0.15,3.0,0.05,1,0.0750375187593797,0.0,0.6303151575787894,9.154577288644322,8.524262131065534,9.14017925992735,0.014398028716971822,0.948678093030063,0.8751261574627123,9.498927784934647e-10,1.0,0.6087245498765209,0.2275847923085,8.25355219060903e-12,0.9956674913500845,0.0043325086499150876,0.0,1.2212453270876722e-15
0.01,0.39,0.6,0.15,3.0,0.05,2,0.10505252626313157,0.0,0.6153076538269134,9.154577288644322,8.539269634817408,9.14017925992735,0.014398028716971822,0.9572848284189321,0.8817776671650416,2.2480056562794677e-10,1.0,0.6087245498765209,0.22315449194259462,1.8562999581947968e-12,0.9956674913500833,0.004332508649915082,0.0,1.9984014443252818e-15
0.01,0.39,0.6,0.15,3.0,0.05,4,0.24012006003001501,0.1500750375187594,0.720360180090045,9.154577288644322,8.434217108554277,9.14017925992735,0.014398028716971822,0.9635832781608318,0.8885227687781666,2.899703157471206e-10,1.0,0.6087245498765209,0.23252971933622496,2.387116734212919e-12,0.9956674913500839,0.0043325086499151335,0.0,1.1102230246251565e-15
0.01,0.39,0.6,0.15,3.0,0.1,1,0.16508254127063532,0.0,0.735367683841921,9.154577288644322,8.4192096048024,9.14017925992735,0.014398028716971822,0.9383637120556645,0.8740266380340973,4.915383596018407e-09,1.0,0.6087245498765209,0.24188161745918868,4.495442251157394e-11,0.9956674913500836,0.00433250864991503,0.0,1.5543122344752192e-15
0.01,0.39,0.6,0.15,3.0,0.1,2,0.33016508254127064,0.09004502251125562,0.8104052026013007,9.154577288644322,8.344172086043022,9.14017925992735,0.014398028716971822,0.9497800581982417,0.8900287604103725,5.837913502371731e-10,1.0,0.6087245498765209,0.24189716122181054,4.8650603950751865e-12,0.9956674913500845,0.004332508649915032,0.0,1.6653345369377348e-15
0.01,0.39,0.6,0.15,3.0,0.1,4,0.6753376688344173,0.48024012006003003,1.0955477738869435,9.154577288644322,8.059029514757379,9.14017925992735,0.014398028716971822,0.9608328737691548,0.9055675746925277,1.0240308440018198e-09,1.0,0.6087245498765209,0.26482255274944966,8.43130639108251e-12,0.995667491350083,0.004332508649915112,0.0,2.4424906541753444e-15
0.01,0.39,0.6,0.15,3.0,0.2,1,0.42021010505252626,0.0,0.9454727363681841,9.154577288644322,8.209104552276138,9.14017925992735,0.014398028716971822,0.9224444642501842,0.8671185785866676,7.48655426282951e-08,1.0,0.6087245498765209,0.2565440350978845,7.530812612230618e-10,0.9956674913500855,0.004332508649915083,0.0,1.5543122344752192e-15
0.01,0.39,0.6,0.15,3.0,0.2,2,0.8104052026013007,0.33016508254127064,1.2606303151575788,9.154577288644322,7.893946973486743,9.14017925992735,0.014398028716971822,0.9366727310992421,0.898721494589061,6.885042034458161e-09,1.0,0.6087245498765209,0.2751151760134773,5.94704874356717e-11,0.9956674913500846,0.004332508649915108,0.0,1.1102230246251565e-15
0.01,0.39,0.6,0.15,3.0,0.2,4,1.5757878939469736,1.1555777888944472,1.9209604802401201,9.154577288644322,7.233616808404202,9.14017925992735,0.014398028716971822,0.9561864098129034,0.9301077545656186,1.6559653288618843e-08,1.0,0.6087245498765209,0.3319888381935584,1.3665306358164115e-10,0.9956674913500828,0.00433250864991506,0.0,2.220446049250313e-15
0.01,0.39,0.6,0.15,3.0,0.3,1,0.7053526763381691,0.015007503751875938,1.1255627813906954,9.154577288644322,8.029014507253628,9.14017925992735,0.014398028716971822,0.9095791430102332,0.8626322740322748,6.528196351190044e-07,1.0,0.6087245498765209,0.2746286235105833,7.163116249909563e-09,0.9956674913500846,0.004332508649915053,0.0,1.1102230246251565e-15
0.01,0.39,0.6,0.15,3.0,0.3,2,1.3506753376688345,0.5702851425712857,1.710855427713857,9.154577288644322,7.443721860930466,9.14017925992735,0.014398028716971822,0.9246595563676026,0.9029394583037263,1.1098963301286325e-07,1.0,0.6087245498765209,0.3150955535438967,1.0149369256334484e-09,0.9956674913500865,0.004332508649915024,0.0,2.4424906541753444e-15
0.01,0.39,0.6,0.15,3.0,0.3,4,2.5812906453226616,1.8609304652326164,2.8514257128564284,9.154577288644322,6.3031515757878935,9.14017925992735,0.014398028716971822,0.952073243376154,0.9426192383174432,4.1365139680452305e-07,1.0,0.6087245498765209,0.389029788579704,3.447077422512727e-09,0.9956674913500849,0.004332508649915019,0.0,1.2212453270876722e-15
0.01,0.39,0.6,0.15,3.0,0.5,1,1.44072036018009,0.0750375187593797,1.455727863931966,9.154577288644322,7.698849424712357,9.14017925992735,0.014398028716971822,0.8887844643068195,0.8522640682839329,1.6440707865155606e-05,1.0,0.6087245498765209,0.2993723222388138,2.1043611993050325e-07,0.995667491350084,0.004332508649915038,0.0,1.5543122344752192e-15
0.01,0.39,0.6,0.15,3.0,0.5,2,2.596298149074537,1.0805402701350675,2.611305652826413,9.154577288644322,6.543271635817909,9.14017925992735,0.014398028716971822,0.9034390713061787,0.897740461796792,2.506046586201412e-05,1.0,0.6087245498765208,0.3788991093582916,2.698119282876564e-07,0.9956674913500844,0.004332508649914995,0.0,1.4432899320127035e-15
0.01,0.39,0.6,0.15,3.0,0.5,4,4.9524762381190595,3.406703351675838,4.9524762381190595,9.154577288644322,4.202101050525263,9.14017925992735,0.014398028716971822,0.9454625170508906,0.9445178311829483,0.000978134183813941,1.0,0.6087245498765208,0.5137142238180784,8.823774606526313e-06,0.9956674913500856,0.004332508649914958,0.0,1.1102230246251565e-15
